project_id,state_id,due_date
34,1,2021-04-10 00:00:00
34,2,2021-04-19 00:00:00
34,3,2021-04-24 00:00:00
34,4,2021-04-27 00:00:00
34,5,2021-05-08 00:00:00
35,1,2021-01-21 00:00:00
35,2,2021-02-02 00:00:00
35,3,2021-02-06 00:00:00
35,4,2021-02-15 00:00:00
35,5,2021-02-21 00:00:00
36,1,2021-04-12 00:00:00
36,2,2021-04-22 00:00:00
36,3,2021-05-04 00:00:00
36,4,2021-05-09 00:00:00
36,5,2021-05-15 00:00:00
37,1,2021-07-31 00:00:00
37,2,2021-08-05 00:00:00
37,3,2021-08-10 00:00:00
37,4,2021-08-18 00:00:00
37,5,2021-08-29 00:00:00
38,1,2021-02-10 00:00:00
38,2,2021-02-22 00:00:00
38,3,2021-03-04 00:00:00
38,4,2021-03-09 00:00:00
38,5,2021-03-12 00:00:00
39,1,2021-07-04 00:00:00
39,2,2021-07-13 00:00:00
39,3,2021-07-25 00:00:00
39,4,2021-08-05 00:00:00
39,5,2021-08-12 00:00:00
40,1,2021-04-20 00:00:00
40,2,2021-04-27 00:00:00
40,3,2021-05-02 00:00:00
40,4,2021-05-13 00:00:00
40,5,2021-05-16 00:00:00
41,1,2021-07-19 00:00:00
41,2,2021-07-23 00:00:00
41,3,2021-07-31 00:00:00
41,4,2021-08-03 00:00:00
41,5,2021-08-14 00:00:00
42,1,2021-02-14 00:00:00
42,2,2021-02-20 00:00:00
42,3,2021-03-02 00:00:00
42,4,2021-03-10 00:00:00
42,5,2021-03-22 00:00:00
43,1,2021-07-02 00:00:00
43,2,2021-07-10 00:00:00
43,3,2021-07-22 00:00:00
43,4,2021-08-03 00:00:00
43,5,2021-08-08 00:00:00
44,1,2021-04-20 00:00:00
44,2,2021-04-29 00:00:00
44,3,2021-05-03 00:00:00
44,4,2021-05-06 00:00:00
44,5,2021-05-18 00:00:00
45,1,2021-07-08 00:00:00
45,2,2021-07-16 00:00:00
45,3,2021-07-21 00:00:00
45,4,2021-07-27 00:00:00
45,5,2021-08-02 00:00:00
46,1,2021-04-17 00:00:00
46,2,2021-04-29 00:00:00
46,3,2021-05-08 00:00:00
46,4,2021-05-11 00:00:00
46,5,2021-05-20 00:00:00
47,1,2021-04-28 00:00:00
47,2,2021-05-01 00:00:00
47,3,2021-05-06 00:00:00
47,4,2021-05-16 00:00:00
47,5,2021-05-20 00:00:00
48,1,2021-07-09 00:00:00
48,2,2021-07-14 00:00:00
48,3,2021-07-24 00:00:00
48,4,2021-08-04 00:00:00
48,5,2021-08-14 00:00:00
49,1,2021-06-14 00:00:00
49,2,2021-06-17 00:00:00
49,3,2021-06-20 00:00:00
49,4,2021-06-30 00:00:00
49,5,2021-07-08 00:00:00
50,1,2021-08-13 00:00:00
50,2,2021-08-23 00:00:00
50,3,2021-08-26 00:00:00
51,1,2021-02-28 00:00:00
51,2,2021-03-11 00:00:00
51,3,2021-03-15 00:00:00
51,4,2021-03-20 00:00:00
51,5,2021-03-23 00:00:00
52,1,2021-07-03 00:00:00
52,2,2021-07-12 00:00:00
52,3,2021-07-20 00:00:00
52,4,2021-07-23 00:00:00
52,5,2021-07-29 00:00:00
53,1,2021-07-13 00:00:00
53,2,2021-07-16 00:00:00
53,3,2021-07-27 00:00:00
53,4,2021-08-08 00:00:00
53,5,2021-08-12 00:00:00
54,1,2021-02-10 00:00:00
54,2,2021-02-22 00:00:00
54,3,2021-02-28 00:00:00
54,4,2021-03-07 00:00:00
54,5,2021-03-14 00:00:00
55,1,2021-02-05 00:00:00
55,2,2021-02-15 00:00:00
55,3,2021-02-24 00:00:00
55,4,2021-02-28 00:00:00
55,5,2021-03-03 00:00:00
56,1,2021-09-01 00:00:00
57,1,2021-08-03 00:00:00
57,2,2021-08-07 00:00:00
57,3,2021-08-14 00:00:00
57,4,2021-08-19 00:00:00
57,5,2021-08-30 00:00:00
58,1,2021-02-09 00:00:00
58,2,2021-02-14 00:00:00
58,3,2021-02-21 00:00:00
58,4,2021-02-24 00:00:00
58,5,2021-02-27 00:00:00
59,1,2021-03-04 00:00:00
59,2,2021-03-11 00:00:00
59,3,2021-03-22 00:00:00
59,4,2021-03-30 00:00:00
59,5,2021-04-07 00:00:00
60,1,2021-08-31 00:00:00
60,2,2021-09-03 00:00:00
61,1,2021-06-27 00:00:00
61,2,2021-07-07 00:00:00
61,3,2021-07-17 00:00:00
61,4,2021-07-26 00:00:00
61,5,2021-08-03 00:00:00
62,1,2021-02-25 00:00:00
62,2,2021-03-03 00:00:00
62,3,2021-03-12 00:00:00
62,4,2021-03-24 00:00:00
62,5,2021-03-31 00:00:00
63,1,2021-02-15 00:00:00
63,2,2021-02-20 00:00:00
63,3,2021-02-27 00:00:00
63,4,2021-03-07 00:00:00
63,5,2021-03-15 00:00:00
64,1,2021-07-13 00:00:00
64,2,2021-07-17 00:00:00
64,3,2021-07-25 00:00:00
64,4,2021-08-06 00:00:00
64,5,2021-08-09 00:00:00
65,1,2021-03-21 00:00:00
65,2,2021-03-26 00:00:00
65,3,2021-03-31 00:00:00
65,4,2021-04-12 00:00:00
65,5,2021-04-19 00:00:00
66,1,2021-04-22 00:00:00
66,2,2021-05-03 00:00:00
66,3,2021-05-08 00:00:00
66,4,2021-05-15 00:00:00
66,5,2021-05-19 00:00:00
67,1,2021-07-17 00:00:00
67,2,2021-07-23 00:00:00
67,3,2021-07-26 00:00:00
67,4,2021-08-02 00:00:00
67,5,2021-08-07 00:00:00
68,1,2021-07-16 00:00:00
68,2,2021-07-20 00:00:00
68,3,2021-07-27 00:00:00
68,4,2021-08-05 00:00:00
68,5,2021-08-13 00:00:00
69,1,2021-04-27 00:00:00
69,2,2021-05-01 00:00:00
69,3,2021-05-05 00:00:00
69,4,2021-05-16 00:00:00
69,5,2021-05-26 00:00:00
70,1,2021-04-07 00:00:00
70,2,2021-04-15 00:00:00
70,3,2021-04-19 00:00:00
70,4,2021-04-29 00:00:00
70,5,2021-05-03 00:00:00
71,1,2021-04-30 00:00:00
71,2,2021-05-03 00:00:00
71,3,2021-05-10 00:00:00
71,4,2021-05-18 00:00:00
71,5,2021-05-23 00:00:00
72,1,2021-06-20 00:00:00
72,2,2021-07-02 00:00:00
72,3,2021-07-11 00:00:00
72,4,2021-07-15 00:00:00
72,5,2021-07-19 00:00:00
73,1,2021-03-02 00:00:00
73,2,2021-03-08 00:00:00
73,3,2021-03-11 00:00:00
73,4,2021-03-20 00:00:00
73,5,2021-03-23 00:00:00
74,1,2021-04-21 00:00:00
74,2,2021-05-02 00:00:00
74,3,2021-05-13 00:00:00
74,4,2021-05-20 00:00:00
74,5,2021-05-30 00:00:00
75,1,2021-07-31 00:00:00
75,2,2021-08-12 00:00:00
75,3,2021-08-18 00:00:00
75,4,2021-08-27 00:00:00
75,5,2021-08-31 00:00:00
76,1,2021-03-08 00:00:00
76,2,2021-03-15 00:00:00
76,3,2021-03-27 00:00:00
76,4,2021-04-01 00:00:00
76,5,2021-04-10 00:00:00
77,1,2021-04-12 00:00:00
77,2,2021-04-16 00:00:00
77,3,2021-04-20 00:00:00
77,4,2021-04-23 00:00:00
77,5,2021-05-04 00:00:00
78,1,2021-07-22 00:00:00
78,2,2021-07-28 00:00:00
78,3,2021-08-01 00:00:00
78,4,2021-08-11 00:00:00
78,5,2021-08-20 00:00:00
79,1,2021-03-05 00:00:00
79,2,2021-03-08 00:00:00
79,3,2021-03-14 00:00:00
79,4,2021-03-26 00:00:00
79,5,2021-03-31 00:00:00
80,1,2021-03-02 00:00:00
80,2,2021-03-12 00:00:00
80,3,2021-03-21 00:00:00
80,4,2021-03-29 00:00:00
80,5,2021-04-09 00:00:00
81,1,2021-02-06 00:00:00
81,2,2021-02-18 00:00:00
81,3,2021-02-28 00:00:00
81,4,2021-03-05 00:00:00
81,5,2021-03-17 00:00:00
82,1,2021-06-23 00:00:00
82,2,2021-07-02 00:00:00
82,3,2021-07-13 00:00:00
82,4,2021-07-23 00:00:00
82,5,2021-07-31 00:00:00
83,1,2021-05-18 00:00:00
83,2,2021-05-24 00:00:00
83,3,2021-06-04 00:00:00
83,4,2021-06-16 00:00:00
83,5,2021-06-22 00:00:00
84,1,2021-04-08 00:00:00
84,2,2021-04-16 00:00:00
84,3,2021-04-24 00:00:00
84,4,2021-04-27 00:00:00
84,5,2021-05-08 00:00:00
85,1,2021-08-22 00:00:00
85,2,2021-08-29 00:00:00
86,1,2021-07-30 00:00:00
86,2,2021-08-04 00:00:00
86,3,2021-08-13 00:00:00
86,4,2021-08-25 00:00:00
86,5,2021-09-01 00:00:00
87,1,2021-01-27 00:00:00
87,2,2021-01-31 00:00:00
87,3,2021-02-11 00:00:00
87,4,2021-02-14 00:00:00
87,5,2021-02-18 00:00:00
88,1,2021-02-13 00:00:00
88,2,2021-02-16 00:00:00
88,3,2021-02-23 00:00:00
88,4,2021-02-26 00:00:00
88,5,2021-03-08 00:00:00
89,1,2021-08-19 00:00:00
89,2,2021-08-24 00:00:00
89,3,2021-08-29 00:00:00
90,1,2021-04-16 00:00:00
90,2,2021-04-27 00:00:00
90,3,2021-05-06 00:00:00
90,4,2021-05-17 00:00:00
90,5,2021-05-28 00:00:00
91,1,2021-06-06 00:00:00
91,2,2021-06-10 00:00:00
91,3,2021-06-21 00:00:00
91,4,2021-07-03 00:00:00
91,5,2021-07-07 00:00:00
92,1,2021-08-30 00:00:00
93,1,2021-03-26 00:00:00
93,2,2021-04-06 00:00:00
93,3,2021-04-18 00:00:00
93,4,2021-04-27 00:00:00
93,5,2021-05-07 00:00:00
94,1,2021-06-15 00:00:00
94,2,2021-06-27 00:00:00
94,3,2021-07-03 00:00:00
94,4,2021-07-06 00:00:00
94,5,2021-07-09 00:00:00
95,1,2021-03-29 00:00:00
95,2,2021-04-09 00:00:00
95,3,2021-04-21 00:00:00
95,4,2021-04-28 00:00:00
95,5,2021-05-06 00:00:00
96,1,2021-05-17 00:00:00
96,2,2021-05-24 00:00:00
96,3,2021-05-31 00:00:00
96,4,2021-06-09 00:00:00
96,5,2021-06-18 00:00:00
97,1,2021-01-26 00:00:00
97,2,2021-01-31 00:00:00
97,3,2021-02-05 00:00:00
97,4,2021-02-11 00:00:00
97,5,2021-02-18 00:00:00
98,1,2021-01-25 00:00:00
98,2,2021-01-28 00:00:00
98,3,2021-02-07 00:00:00
98,4,2021-02-16 00:00:00
98,5,2021-02-21 00:00:00
99,1,2021-08-26 00:00:00
100,1,2021-07-13 00:00:00
100,2,2021-07-17 00:00:00
100,3,2021-07-22 00:00:00
100,4,2021-07-30 00:00:00
100,5,2021-08-08 00:00:00
101,1,2021-06-16 00:00:00
101,2,2021-06-26 00:00:00
101,3,2021-07-05 00:00:00
101,4,2021-07-15 00:00:00
101,5,2021-07-18 00:00:00
102,1,2021-05-11 00:00:00
102,2,2021-05-16 00:00:00
102,3,2021-05-19 00:00:00
102,4,2021-05-22 00:00:00
102,5,2021-06-03 00:00:00
103,1,2021-02-13 00:00:00
103,2,2021-02-21 00:00:00
103,3,2021-02-25 00:00:00
103,4,2021-03-08 00:00:00
103,5,2021-03-16 00:00:00
104,1,2021-04-19 00:00:00
104,2,2021-04-29 00:00:00
104,3,2021-05-03 00:00:00
104,4,2021-05-06 00:00:00
104,5,2021-05-18 00:00:00
105,1,2021-06-17 00:00:00
105,2,2021-06-25 00:00:00
105,3,2021-06-29 00:00:00
105,4,2021-07-11 00:00:00
105,5,2021-07-18 00:00:00
106,1,2021-09-01 00:00:00
107,1,2021-08-03 00:00:00
107,2,2021-08-10 00:00:00
107,3,2021-08-14 00:00:00
107,4,2021-08-25 00:00:00
107,5,2021-08-31 00:00:00
108,1,2021-07-30 00:00:00
108,2,2021-08-08 00:00:00
108,3,2021-08-18 00:00:00
108,4,2021-08-26 00:00:00
108,5,2021-09-01 00:00:00
109,1,2021-04-12 00:00:00
109,2,2021-04-16 00:00:00
109,3,2021-04-19 00:00:00
109,4,2021-04-22 00:00:00
109,5,2021-05-02 00:00:00
110,1,2021-08-29 00:00:00
110,2,2021-09-01 00:00:00
111,1,2021-06-30 00:00:00
111,2,2021-07-12 00:00:00
111,3,2021-07-24 00:00:00
111,4,2021-07-30 00:00:00
111,5,2021-08-05 00:00:00
112,1,2021-07-28 00:00:00
112,2,2021-08-08 00:00:00
112,3,2021-08-19 00:00:00
112,4,2021-08-28 00:00:00
113,1,2021-03-30 00:00:00
113,2,2021-04-03 00:00:00
113,3,2021-04-08 00:00:00
113,4,2021-04-17 00:00:00
113,5,2021-04-29 00:00:00
114,1,2021-02-01 00:00:00
114,2,2021-02-05 00:00:00
114,3,2021-02-14 00:00:00
114,4,2021-02-18 00:00:00
114,5,2021-02-22 00:00:00
115,1,2021-07-28 00:00:00
115,2,2021-08-02 00:00:00
115,3,2021-08-05 00:00:00
115,4,2021-08-15 00:00:00
115,5,2021-08-24 00:00:00
116,1,2021-01-18 00:00:00
116,2,2021-01-28 00:00:00
116,3,2021-02-05 00:00:00
116,4,2021-02-12 00:00:00
116,5,2021-02-16 00:00:00
117,1,2021-01-29 00:00:00
117,2,2021-02-02 00:00:00
117,3,2021-02-10 00:00:00
117,4,2021-02-13 00:00:00
117,5,2021-02-21 00:00:00
118,1,2021-02-25 00:00:00
118,2,2021-02-28 00:00:00
118,3,2021-03-06 00:00:00
118,4,2021-03-14 00:00:00
118,5,2021-03-18 00:00:00
119,1,2021-08-27 00:00:00
119,2,2021-09-01 00:00:00
120,1,2021-01-11 00:00:00
120,2,2021-01-17 00:00:00
120,3,2021-01-21 00:00:00
120,4,2021-01-24 00:00:00
120,5,2021-01-31 00:00:00
121,1,2021-07-06 00:00:00
121,2,2021-07-09 00:00:00
121,3,2021-07-21 00:00:00
121,4,2021-07-27 00:00:00
121,5,2021-08-01 00:00:00
122,1,2021-05-07 00:00:00
122,2,2021-05-11 00:00:00
122,3,2021-05-21 00:00:00
122,4,2021-05-29 00:00:00
122,5,2021-06-05 00:00:00
123,1,2021-01-18 00:00:00
123,2,2021-01-24 00:00:00
123,3,2021-02-01 00:00:00
123,4,2021-02-09 00:00:00
123,5,2021-02-19 00:00:00
124,1,2021-03-27 00:00:00
124,2,2021-04-07 00:00:00
124,3,2021-04-15 00:00:00
124,4,2021-04-20 00:00:00
124,5,2021-05-02 00:00:00
125,1,2021-02-06 00:00:00
125,2,2021-02-17 00:00:00
125,3,2021-03-01 00:00:00
125,4,2021-03-08 00:00:00
125,5,2021-03-13 00:00:00
126,1,2021-08-28 00:00:00
126,2,2021-09-02 00:00:00
127,1,2021-08-04 00:00:00
127,2,2021-08-10 00:00:00
127,3,2021-08-18 00:00:00
127,4,2021-08-29 00:00:00
128,1,2021-03-12 00:00:00
128,2,2021-03-17 00:00:00
128,3,2021-03-24 00:00:00
128,4,2021-04-01 00:00:00
128,5,2021-04-10 00:00:00
129,1,2021-08-19 00:00:00
129,2,2021-08-24 00:00:00
130,1,2021-01-16 00:00:00
130,2,2021-01-25 00:00:00
130,3,2021-01-29 00:00:00
130,4,2021-02-02 00:00:00
130,5,2021-02-07 00:00:00
131,1,2021-03-28 00:00:00
131,2,2021-04-08 00:00:00
131,3,2021-04-17 00:00:00
131,4,2021-04-22 00:00:00
131,5,2021-05-04 00:00:00
132,1,2021-03-28 00:00:00
132,2,2021-04-05 00:00:00
132,3,2021-04-09 00:00:00
132,4,2021-04-15 00:00:00
132,5,2021-04-25 00:00:00
133,1,2021-06-23 00:00:00
133,2,2021-07-04 00:00:00
133,3,2021-07-07 00:00:00
133,4,2021-07-16 00:00:00
133,5,2021-07-25 00:00:00
134,1,2021-04-27 00:00:00
134,2,2021-05-05 00:00:00
134,3,2021-05-15 00:00:00
134,4,2021-05-21 00:00:00
134,5,2021-05-29 00:00:00
135,1,2021-05-11 00:00:00
135,2,2021-05-15 00:00:00
135,3,2021-05-20 00:00:00
135,4,2021-05-24 00:00:00
135,5,2021-05-31 00:00:00
136,1,2021-06-02 00:00:00
136,2,2021-06-14 00:00:00
136,3,2021-06-19 00:00:00
136,4,2021-06-29 00:00:00
136,5,2021-07-08 00:00:00
137,1,2021-07-26 00:00:00
137,2,2021-08-04 00:00:00
137,3,2021-08-13 00:00:00
137,4,2021-08-18 00:00:00
137,5,2021-08-24 00:00:00
138,1,2021-04-08 00:00:00
138,2,2021-04-19 00:00:00
138,3,2021-04-24 00:00:00
138,4,2021-05-02 00:00:00
138,5,2021-05-12 00:00:00
139,1,2021-05-14 00:00:00
139,2,2021-05-20 00:00:00
139,3,2021-05-27 00:00:00
139,4,2021-05-30 00:00:00
139,5,2021-06-09 00:00:00
140,1,2021-05-09 00:00:00
140,2,2021-05-12 00:00:00
140,3,2021-05-18 00:00:00
140,4,2021-05-25 00:00:00
140,5,2021-05-29 00:00:00
141,1,2021-05-30 00:00:00
141,2,2021-06-11 00:00:00
141,3,2021-06-16 00:00:00
141,4,2021-06-25 00:00:00
141,5,2021-07-05 00:00:00
142,1,2021-07-03 00:00:00
142,2,2021-07-13 00:00:00
142,3,2021-07-19 00:00:00
142,4,2021-07-30 00:00:00
142,5,2021-08-08 00:00:00
143,1,2021-06-21 00:00:00
143,2,2021-06-24 00:00:00
143,3,2021-06-28 00:00:00
143,4,2021-07-05 00:00:00
143,5,2021-07-08 00:00:00
144,1,2021-03-17 00:00:00
144,2,2021-03-26 00:00:00
144,3,2021-04-06 00:00:00
144,4,2021-04-18 00:00:00
144,5,2021-04-27 00:00:00
145,1,2021-02-06 00:00:00
145,2,2021-02-13 00:00:00
145,3,2021-02-21 00:00:00
145,4,2021-02-28 00:00:00
145,5,2021-03-06 00:00:00
146,1,2021-02-01 00:00:00
146,2,2021-02-04 00:00:00
146,3,2021-02-08 00:00:00
146,4,2021-02-15 00:00:00
146,5,2021-02-22 00:00:00
147,1,2021-04-08 00:00:00
147,2,2021-04-12 00:00:00
147,3,2021-04-23 00:00:00
147,4,2021-04-29 00:00:00
147,5,2021-05-04 00:00:00
148,1,2021-04-27 00:00:00
148,2,2021-05-04 00:00:00
148,3,2021-05-11 00:00:00
148,4,2021-05-22 00:00:00
148,5,2021-05-27 00:00:00
149,1,2021-05-24 00:00:00
149,2,2021-05-30 00:00:00
149,3,2021-06-10 00:00:00
149,4,2021-06-14 00:00:00
149,5,2021-06-23 00:00:00
150,1,2021-04-24 00:00:00
150,2,2021-05-01 00:00:00
150,3,2021-05-08 00:00:00
150,4,2021-05-18 00:00:00
150,5,2021-05-26 00:00:00
151,1,2021-06-20 00:00:00
151,2,2021-06-25 00:00:00
151,3,2021-06-30 00:00:00
151,4,2021-07-04 00:00:00
151,5,2021-07-08 00:00:00
152,1,2021-04-23 00:00:00
152,2,2021-05-05 00:00:00
152,3,2021-05-15 00:00:00
152,4,2021-05-20 00:00:00
152,5,2021-05-31 00:00:00
153,1,2021-04-11 00:00:00
153,2,2021-04-21 00:00:00
153,3,2021-04-30 00:00:00
153,4,2021-05-06 00:00:00
153,5,2021-05-16 00:00:00
154,1,2021-07-07 00:00:00
154,2,2021-07-18 00:00:00
154,3,2021-07-26 00:00:00
154,4,2021-08-05 00:00:00
154,5,2021-08-08 00:00:00
155,1,2021-03-28 00:00:00
155,2,2021-04-02 00:00:00
155,3,2021-04-12 00:00:00
155,4,2021-04-15 00:00:00
155,5,2021-04-27 00:00:00
156,1,2021-01-17 00:00:00
156,2,2021-01-25 00:00:00
156,3,2021-02-04 00:00:00
156,4,2021-02-13 00:00:00
156,5,2021-02-16 00:00:00
157,1,2021-01-28 00:00:00
157,2,2021-02-01 00:00:00
157,3,2021-02-10 00:00:00
157,4,2021-02-13 00:00:00
157,5,2021-02-21 00:00:00
158,1,2021-02-09 00:00:00
158,2,2021-02-21 00:00:00
158,3,2021-02-24 00:00:00
158,4,2021-03-03 00:00:00
158,5,2021-03-10 00:00:00
159,1,2021-02-16 00:00:00
159,2,2021-02-28 00:00:00
159,3,2021-03-07 00:00:00
159,4,2021-03-13 00:00:00
159,5,2021-03-17 00:00:00
160,1,2021-05-08 00:00:00
160,2,2021-05-16 00:00:00
160,3,2021-05-25 00:00:00
160,4,2021-05-30 00:00:00
160,5,2021-06-07 00:00:00
161,1,2021-06-25 00:00:00
161,2,2021-07-04 00:00:00
161,3,2021-07-09 00:00:00
161,4,2021-07-19 00:00:00
161,5,2021-07-24 00:00:00
162,1,2021-04-01 00:00:00
162,2,2021-04-06 00:00:00
162,3,2021-04-12 00:00:00
162,4,2021-04-17 00:00:00
162,5,2021-04-27 00:00:00
163,1,2021-08-01 00:00:00
163,2,2021-08-10 00:00:00
163,3,2021-08-19 00:00:00
163,4,2021-08-29 00:00:00
164,1,2021-07-16 00:00:00
164,2,2021-07-22 00:00:00
164,3,2021-07-28 00:00:00
164,4,2021-08-07 00:00:00
164,5,2021-08-13 00:00:00
165,1,2021-07-11 00:00:00
165,2,2021-07-14 00:00:00
165,3,2021-07-23 00:00:00
165,4,2021-07-26 00:00:00
165,5,2021-08-01 00:00:00
166,1,2021-08-21 00:00:00
166,2,2021-08-26 00:00:00
166,3,2021-09-03 00:00:00
167,1,2021-07-20 00:00:00
167,2,2021-07-25 00:00:00
167,3,2021-07-31 00:00:00
167,4,2021-08-12 00:00:00
167,5,2021-08-19 00:00:00
168,1,2021-02-02 00:00:00
168,2,2021-02-13 00:00:00
168,3,2021-02-20 00:00:00
168,4,2021-02-28 00:00:00
168,5,2021-03-09 00:00:00
169,1,2021-01-24 00:00:00
169,2,2021-02-04 00:00:00
169,3,2021-02-15 00:00:00
169,4,2021-02-24 00:00:00
169,5,2021-03-08 00:00:00
170,1,2021-05-16 00:00:00
170,2,2021-05-23 00:00:00
170,3,2021-06-02 00:00:00
170,4,2021-06-08 00:00:00
170,5,2021-06-16 00:00:00
171,1,2021-01-21 00:00:00
171,2,2021-01-24 00:00:00
171,3,2021-01-27 00:00:00
171,4,2021-02-01 00:00:00
171,5,2021-02-09 00:00:00
172,1,2021-03-26 00:00:00
172,2,2021-03-29 00:00:00
172,3,2021-04-03 00:00:00
172,4,2021-04-07 00:00:00
172,5,2021-04-16 00:00:00
173,1,2021-06-15 00:00:00
173,2,2021-06-24 00:00:00
173,3,2021-07-05 00:00:00
173,4,2021-07-11 00:00:00
173,5,2021-07-21 00:00:00
174,1,2021-04-07 00:00:00
174,2,2021-04-19 00:00:00
174,3,2021-04-23 00:00:00
174,4,2021-05-05 00:00:00
174,5,2021-05-09 00:00:00
175,1,2021-04-03 00:00:00
175,2,2021-04-14 00:00:00
175,3,2021-04-24 00:00:00
175,4,2021-05-02 00:00:00
175,5,2021-05-09 00:00:00
176,1,2021-05-24 00:00:00
176,2,2021-05-27 00:00:00
176,3,2021-06-02 00:00:00
176,4,2021-06-10 00:00:00
176,5,2021-06-14 00:00:00
177,1,2021-08-21 00:00:00
177,2,2021-09-01 00:00:00
178,1,2021-02-28 00:00:00
