language_id,vendor_id,movie_id,project_id,movie_title,movie_country,vendor_name,language_code,language_name
34,1,2340,2340,Game,India,TransPerfect,fo,Faroese
34,1,6121,6121,The Beast Stalker,Hong Kong,TransPerfect,fo,Faroese
34,5,2237,2237,Forensic,India,RWS Holdings,fo,Faroese
34,5,3896,3896,Man of Tai Chi,"United States, China, Hong Kong",RWS Holdings,fo,Faroese
34,5,4124,4124,Mirai,Japan,RWS Holdings,fo,Faroese
34,5,5719,5719,Soni,India,RWS Holdings,fo,Faroese
34,6,2651,2651,Hattrick,India,translate plus,fo,Faroese
34,6,7388,7388,Vampire Knight,Japan,translate plus,fo,Faroese
34,10,1087,1087,Break Ke Baad,India,Welocalize,fo,Faroese
34,10,1274,1274,Change in the Air,United States,Welocalize,fo,Faroese
34,10,2045,2045,Ever After High,Canada,Welocalize,fo,Faroese
34,10,7562,7562,What Still Remains,United States,Welocalize,fo,Faroese
34,17,85,85,21 & Over,United States,Pactera,fo,Faroese
34,17,690,690,Bad Day for the Cut,United Kingdom,Pactera,fo,Faroese
34,17,4826,4826,Perú: Tesoro escondido,Uruguay,Pactera,fo,Faroese
34,17,5766,5766,Splatter,United States,Pactera,fo,Faroese
34,14,864,864,Between Maybes,Philippines,CyraCom,fo,Faroese
34,14,2195,2195,Fitoor,India,CyraCom,fo,Faroese
34,14,2679,2679,Heartland,Canada,CyraCom,fo,Faroese
34,14,4074,4074,Middle Men,United States,CyraCom,fo,Faroese
34,14,5723,5723,Soorma,India,CyraCom,fo,Faroese
34,14,6891,6891,The Spectacular Now,United States,CyraCom,fo,Faroese
34,14,7353,7353,Unknown Origins,Spain,CyraCom,fo,Faroese
34,19,1839,1839,Down The Fence,United States,Honyaku Center,fo,Faroese
34,19,4934,4934,Power Rangers Lightspeed Rescue,"France, Japan, United States",Honyaku Center,fo,Faroese
34,9,2093,2093,Fake or Fortune?,United Kingdom,Hogarth Worldwide,fo,Faroese
34,9,5251,5251,Rodney Carrington: Here Comes the Truth,United States,Hogarth Worldwide,fo,Faroese
34,8,2742,2742,Hilda,"United Kingdom, Canada, United States",Appen,fo,Faroese
34,8,4299,4299,Mute,"United Kingdom, Germany",Appen,fo,Faroese
34,8,7601,7601,White Lines,"United Kingdom, Spain",Appen,fo,Faroese
34,16,2665,2665,Hazel Brugger: Tropical,Germany,Semantix,fo,Faroese
34,13,811,811,"Behind ""The Cove"": The Quiet Japanese Speak Out","Japan, United States",Translation Bureau,fo,Faroese
34,13,5713,5713,Somewhere Only We Know,China,Translation Bureau,fo,Faroese
34,13,6801,6801,The Rainmaker,"United States, Germany",Translation Bureau,fo,Faroese
34,7,2268,2268,Freaks – You're One of Us,Germany,Keywords Studios,fo,Faroese
34,7,7631,7631,Win the Wilderness,United Kingdom,Keywords Studios,fo,Faroese
34,3,7052,7052,This Was Tomorrow,Belgium,LanguageLine Solutions,fo,Faroese
34,3,7635,7635,Winsanity,United States,LanguageLine Solutions,fo,Faroese
51,15,31,31,#cats_the_mewvie,Canada,Acolad,is,Icelandic
51,15,347,347,Ahista Ahista,India,Acolad,is,Icelandic
51,15,3867,3867,Mahi NRI,United Kingdom,Acolad,is,Icelandic
51,4,3408,3408,Kipo and the Age of Wonderbeasts,United States,SDL,is,Icelandic
51,4,6450,6450,The Heroes of Evil,Spain,SDL,is,Icelandic
51,4,7425,7425,Violet Evergarden: Eternity and the Auto Memory Doll,Japan,SDL,is,Icelandic
51,18,1100,1100,Bridezilla,Indonesia,thebigword,is,Icelandic
51,12,1484,1484,Connected,United Kingdom,STAR Group,is,Icelandic
51,12,2316,2316,Funan,"France, Belgium, Luxembourg, Cambodia,",STAR Group,is,Icelandic
51,12,2541,2541,Grillo vs Grillo,Italy,STAR Group,is,Icelandic
51,12,7435,7435,Virunga: Gorillas in Peril,United States,STAR Group,is,Icelandic
51,12,7561,7561,What She Put on the Table,Taiwan,STAR Group,is,Icelandic
51,11,681,681,Back with the Ex,,Amplexor,is,Icelandic
51,11,2722,2722,Hide & Seek,India,Amplexor,is,Icelandic
51,11,3101,3101,Jack Whitehall: Christmas with My Father,United Kingdom,Amplexor,is,Icelandic
51,11,5734,5734,Space Force,United States,Amplexor,is,Icelandic
51,1,2055,2055,Evvarikee Cheppoddu,India,TransPerfect,is,Icelandic
51,1,2404,2404,Ghost Whispers,Japan,TransPerfect,is,Icelandic
51,1,5666,5666,Sleepless Society: Two Pillows & A Lost Soul,Thailand,TransPerfect,is,Icelandic
51,5,1823,1823,Donald Glover: Weirdo,United States,RWS Holdings,is,Icelandic
51,5,1842,1842,Dr. Seuss' The Cat in the Hat,United States,RWS Holdings,is,Icelandic
51,5,5061,5061,Raees,India,RWS Holdings,is,Icelandic
51,5,6746,6746,The Pelican Brief,United States,RWS Holdings,is,Icelandic
51,6,3382,3382,Kill Ratio,United States,translate plus,is,Icelandic
51,6,3549,3549,Lavender,Taiwan,translate plus,is,Icelandic
51,6,3617,3617,"Liar, Liar, Vampire",United States,translate plus,is,Icelandic
51,6,4824,4824,People You May Know,"United States, Spain",translate plus,is,Icelandic
51,6,4922,4922,Potato Potahto,Ghana,translate plus,is,Icelandic
51,6,4960,4960,Prank Encounters,United States,translate plus,is,Icelandic
51,17,5072,5072,Rainbow Jelly,India,Pactera,is,Icelandic
51,17,5186,5186,Revolt,United Kingdom,Pactera,is,Icelandic
51,17,6570,6570,The Last Shaman,"United Kingdom, Italy, Israel, Peru, United States",Pactera,is,Icelandic
51,14,1667,1667,Dear White People,United States,CyraCom,is,Icelandic
51,14,2201,2201,Fiza,India,CyraCom,is,Icelandic
51,14,2265,2265,Frat Star,United States,CyraCom,is,Icelandic
51,14,4900,4900,Pokémon: Indigo League,Japan,CyraCom,is,Icelandic
51,19,1145,1145,Burned Cocoon,Turkey,Honyaku Center,is,Icelandic
51,19,3003,3003,Inhuman Resources,France,Honyaku Center,is,Icelandic
51,8,2659,2659,Haven,"Canada, United States",Appen,is,Icelandic
51,16,446,446,Amar Akbar & Tony,United Kingdom,Semantix,is,Icelandic
51,16,2887,2887,I AM A KILLER,United Kingdom,Semantix,is,Icelandic
51,16,5023,5023,Qila,India,Semantix,is,Icelandic
51,16,7341,7341,Undercover Grandpa,Canada,Semantix,is,Icelandic
51,13,5891,5891,Super Deluxe,India,Translation Bureau,is,Icelandic
51,7,2303,2303,Frozen River,United States,Keywords Studios,is,Icelandic
51,7,4090,4090,Mighty Raju Rio Calling,India,Keywords Studios,is,Icelandic
51,7,5919,5919,Surf's Up,United States,Keywords Studios,is,Icelandic
51,3,3893,3893,Mama's Boy,Egypt,LanguageLine Solutions,is,Icelandic
51,3,4248,4248,Mowgli: Legend of the Jungle,"United Kingdom, United States",LanguageLine Solutions,is,Icelandic
51,3,6661,6661,The Messengers,United States,LanguageLine Solutions,is,Icelandic
51,3,7162,7162,Total Frat Movie,United States,LanguageLine Solutions,is,Icelandic
51,3,7704,7704,Yeh Meri Family,India,LanguageLine Solutions,is,Icelandic
51,2,7235,7235,Trolls: The Beat Goes On!,United States,Lionbridge,is,Icelandic
136,15,73,73,17 Again,United States,Acolad,cy,Welsh
136,15,191,191,A Kind of Murder,United States,Acolad,cy,Welsh
136,15,339,339,Age of Tanks,"Germany, France, Russia",Acolad,cy,Welsh
136,15,5495,5495,Sensitive Skin,Canada,Acolad,cy,Welsh
136,15,5559,5559,She's the One,Philippines,Acolad,cy,Welsh
136,4,101,101,3 Idiots,India,SDL,cy,Welsh
136,4,2235,2235,Force 2,India,SDL,cy,Welsh
136,4,6082,6082,The Amityville Horror,United States,SDL,cy,Welsh
136,4,6158,6158,The Borgias,"United States, Hungary, Ireland, Canada",SDL,cy,Welsh
136,18,1613,1613,Dark Crimes,"United Kingdom, Poland, United States",thebigword,cy,Welsh
136,18,3150,3150,Jeopardy!,United States,thebigword,cy,Welsh
136,18,4120,4120,Miracle,"Canada, United States",thebigword,cy,Welsh
136,18,4619,4619,On Yoga The Architecture of Peace,"Brazil, India, China, United States",thebigword,cy,Welsh
136,18,6461,6461,The Homecoming,,thebigword,cy,Welsh
136,18,6586,6586,The Legend of Michael Mishra,India,thebigword,cy,Welsh
136,12,2421,2421,Girl,"Netherlands, Belgium",STAR Group,cy,Welsh
136,12,4704,4704,Out of Thin Air,,STAR Group,cy,Welsh
136,12,4939,4939,Power Rangers Operation Overdrive,"United States, New Zealand, Japan",STAR Group,cy,Welsh
136,11,428,428,Almost Love,United States,Amplexor,cy,Welsh
136,11,897,897,Bibi & Tina: Girls Versus Boys,Germany,Amplexor,cy,Welsh
136,11,4010,4010,MeatEater,United States,Amplexor,cy,Welsh
136,11,4290,4290,Murder Mystery,United States,Amplexor,cy,Welsh
136,11,6436,6436,The Hateful Eight: Extended Version,,Amplexor,cy,Welsh
136,1,328,328,After Porn Ends 3,United States,TransPerfect,cy,Welsh
136,1,482,482,Amy,United Kingdom,TransPerfect,cy,Welsh
136,1,1160,1160,C Kkompany,India,TransPerfect,cy,Welsh
136,5,7199,7199,Trash Truck,,RWS Holdings,cy,Welsh
136,6,746,746,Barbie: Spy Squad,"United States, Canada",translate plus,cy,Welsh
136,6,856,856,Best.Worst.Weekend.Ever.,United States,translate plus,cy,Welsh
136,6,2177,2177,Fireman Sam,United Kingdom,translate plus,cy,Welsh
136,10,268,268,Aakhri Adaalat,India,Welocalize,cy,Welsh
136,10,2323,2323,İstanbul Kırmızısı,"Italy, Turkey",Welocalize,cy,Welsh
136,10,5560,5560,Shelby American,United States,Welocalize,cy,Welsh
136,17,2747,2747,Hiroshima: The Real History,United Kingdom,Pactera,cy,Welsh
136,17,3006,3006,Inkaar,India,Pactera,cy,Welsh
136,14,729,729,Barça Dreams,Spain,CyraCom,cy,Welsh
136,14,6312,6312,The Dream Catchers,Singapore,CyraCom,cy,Welsh
136,19,5790,5790,Star Trek: Voyager,United States,Honyaku Center,cy,Welsh
136,19,6122,6122,The Beat,,Honyaku Center,cy,Welsh
136,19,6516,6516,The Jaime Maussan Show,United States,Honyaku Center,cy,Welsh
136,9,3643,3643,Lilli,India,Hogarth Worldwide,cy,Welsh
136,9,4211,4211,"Monty Python Live (Mostly): One Down, Five to Go",United Kingdom,Hogarth Worldwide,cy,Welsh
136,9,4858,4858,Pihu,India,Hogarth Worldwide,cy,Welsh
136,8,100,100,3 Heroines,Indonesia,Appen,cy,Welsh
136,8,398,398,Alien Warfare,United States,Appen,cy,Welsh
136,8,1188,1188,Camera Store,United States,Appen,cy,Welsh
136,8,1260,1260,Chadi Jawani Budhe Nu,India,Appen,cy,Welsh
136,8,6117,6117,The Battered Bastards of Baseball,United States,Appen,cy,Welsh
136,8,7083,7083,Tiger,India,Appen,cy,Welsh
136,16,1917,1917,Echo in the Canyon,United States,Semantix,cy,Welsh
136,16,2985,2985,Incorruptible,"United States, Senegal",Semantix,cy,Welsh
136,16,3312,3312,Karzzzz,India,Semantix,cy,Welsh
136,16,3732,3732,Lost Girls,United States,Semantix,cy,Welsh
136,13,6990,6990,The Water Horse: Legend of the Deep,"New Zealand, United Kingdom, Australia",Translation Bureau,cy,Welsh
136,13,7098,7098,Time Trap,United States,Translation Bureau,cy,Welsh
136,13,7735,7735,You've Got This,Mexico,Translation Bureau,cy,Welsh
136,3,1305,1305,Chef's Table,United States,LanguageLine Solutions,cy,Welsh
136,3,2961,2961,In Between,Taiwan,LanguageLine Solutions,cy,Welsh
136,3,4867,4867,Pioneers of African-American Cinema,United States,LanguageLine Solutions,cy,Welsh
136,2,899,899,Bibik-Bibikku,,Lionbridge,cy,Welsh
136,2,1115,1115,Brother's Shadow,United States,Lionbridge,cy,Welsh
136,2,1279,1279,Charité at War,,Lionbridge,cy,Welsh
136,2,4096,4096,Mike Epps: Only One Mike,United States,Lionbridge,cy,Welsh
136,2,7448,7448,VS.,United Kingdom,Lionbridge,cy,Welsh
115,15,91,91,25 Kille,India,Acolad,xog,Soga
115,15,408,408,All Day and a Night,United States,Acolad,xog,Soga
115,15,6072,6072,The African Doctor,France,Acolad,xog,Soga
115,4,6016,6016,Teenage Mutant Ninja Turtles: The Movie,,SDL,xog,Soga
115,4,6890,6890,The Space Between Us,United States,SDL,xog,Soga
115,18,239,239,A Thin Line Between Love & Hate,United States,thebigword,xog,Soga
115,18,500,500,Ana e Vitória,Brazil,thebigword,xog,Soga
115,18,1982,1982,Ellen DeGeneres: Relatable,United States,thebigword,xog,Soga
115,18,5823,5823,Stolen Away,Spain,thebigword,xog,Soga
115,18,5893,5893,Super Monsters,,thebigword,xog,Soga
115,12,2814,2814,Hospital Playlist,South Korea,STAR Group,xog,Soga
115,12,6001,6001,TE3N,India,STAR Group,xog,Soga
115,11,1998,1998,Employee of the Month,United States,Amplexor,xog,Soga
115,11,2118,2118,Fary : Hexagone,France,Amplexor,xog,Soga
115,11,2589,2589,Hamara Dil Aapke Paas Hai,India,Amplexor,xog,Soga
115,11,2821,2821,Hot Girls Wanted,United States,Amplexor,xog,Soga
115,11,3351,3351,Kevin James: Sweat the Small Stuff,United States,Amplexor,xog,Soga
115,11,6347,6347,The Feels,United States,Amplexor,xog,Soga
115,1,1884,1884,"Drugs, Inc.",United States,TransPerfect,xog,Soga
115,1,2769,2769,Holding the Man,Australia,TransPerfect,xog,Soga
115,1,5858,5858,Stuart Little,"Germany, United States",TransPerfect,xog,Soga
115,5,4685,4685,Oru Vishsheshapetta Biryani Kissa,India,RWS Holdings,xog,Soga
115,5,6251,6251,The Crime,Poland,RWS Holdings,xog,Soga
115,10,4352,4352,"My Schoolmate, the Barbarian",Hong Kong,Welocalize,xog,Soga
115,17,644,644,Axone,India,Pactera,xog,Soga
115,17,993,993,Bloodride,Norway,Pactera,xog,Soga
115,17,4978,4978,Prison Playbook,South Korea,Pactera,xog,Soga
115,17,5859,5859,Stuart Little 2,United States,Pactera,xog,Soga
115,17,7359,7359,Unriddle,Singapore,Pactera,xog,Soga
115,14,973,973,Blazing Transfer Students,Japan,CyraCom,xog,Soga
115,14,1548,1548,"Crouching Tiger, Hidden Dragon: Sword of Destiny","China, United States",CyraCom,xog,Soga
115,14,3083,3083,"It's Okay, Buddy",Egypt,CyraCom,xog,Soga
115,19,1545,1545,Cristina,United States,Honyaku Center,xog,Soga
115,9,1843,1843,Dr. Seuss' The Grinch,"France, China, Japan, United States",Hogarth Worldwide,xog,Soga
115,9,2357,2357,Garfield's Fun Fest,"United States, South Korea",Hogarth Worldwide,xog,Soga
115,9,3736,3736,Loudon Wainwright III: Surviving Twin,,Hogarth Worldwide,xog,Soga
115,9,7317,7317,Unauthorized Living,Spain,Hogarth Worldwide,xog,Soga
115,8,5168,5168,Residente,United States,Appen,xog,Soga
115,8,5563,5563,Sherlock,"United Kingdom, United States",Appen,xog,Soga
115,16,4560,4560,Obvious Child,United States,Semantix,xog,Soga
115,16,5494,5494,Sense8,United States,Semantix,xog,Soga
115,16,6502,6502,The Invention of Lying,United States,Semantix,xog,Soga
115,13,2667,2667,He Named Me Malala,"United States, United Arab Emirates",Translation Bureau,xog,Soga
115,13,3814,3814,Ludo,India,Translation Bureau,xog,Soga
115,13,5351,5351,Salaakhen,India,Translation Bureau,xog,Soga
115,13,5514,5514,Seven and Me,France,Translation Bureau,xog,Soga
115,13,7575,7575,What's Your Raashee?,India,Translation Bureau,xog,Soga
115,7,515,515,Angamaly Diaries,India,Keywords Studios,xog,Soga
115,7,2519,2519,Grandmother's Farm,United Arab Emirates,Keywords Studios,xog,Soga
115,7,6183,6183,The Bros,South Korea,Keywords Studios,xog,Soga
115,3,744,744,Barbie: A Fairy Secret,United States,LanguageLine Solutions,xog,Soga
115,3,1932,1932,Eggnoid: Love & Time Portal,Indonesia,LanguageLine Solutions,xog,Soga
115,3,3079,3079,It's Fine,,LanguageLine Solutions,xog,Soga
115,2,437,437,Alt-Right: Age of Rage,,Lionbridge,xog,Soga
133,15,119,119,5 Flights Up,United States,Acolad,uz,Uzbek
133,4,303,303,Acts of Violence,Canada,SDL,uz,Uzbek
133,4,7596,7596,White Christmas,United States,SDL,uz,Uzbek
133,18,3827,3827,Lust Stories,India,thebigword,uz,Uzbek
133,12,1460,1460,Colin Quinn: The New York Story,United States,STAR Group,uz,Uzbek
133,12,6822,6822,The Right One,Egypt,STAR Group,uz,Uzbek
133,11,1619,1619,Dark Skies,United States,Amplexor,uz,Uzbek
133,11,5297,5297,Rukh,India,Amplexor,uz,Uzbek
133,11,5364,5364,Samarppanam,India,Amplexor,uz,Uzbek
133,11,7337,7337,Under the Shadow,"United Kingdom, Jordan, Qatar, Iran",Amplexor,uz,Uzbek
133,1,7498,7498,We Are Legends,Hong Kong,TransPerfect,uz,Uzbek
133,5,1197,1197,Can’t Complain,Egypt,RWS Holdings,uz,Uzbek
133,5,2226,2226,For Love or Money,United Kingdom,RWS Holdings,uz,Uzbek
133,5,4091,4091,Mike Birbiglia: My Girlfriend's Boyfriend,United States,RWS Holdings,uz,Uzbek
133,5,4473,4473,"Nightmare Tenants, Slum Landlords",,RWS Holdings,uz,Uzbek
133,5,5028,5028,Quantico,United States,RWS Holdings,uz,Uzbek
133,5,5384,5384,Santa Pac's Merry Berry Day,,RWS Holdings,uz,Uzbek
133,6,616,616,Atomic Puppet,"Canada, France",translate plus,uz,Uzbek
133,6,1154,1154,BuyBust,Philippines,translate plus,uz,Uzbek
133,6,1915,1915,Eat Pray Love,United States,translate plus,uz,Uzbek
133,6,3306,3306,Kara Bela,Turkey,translate plus,uz,Uzbek
133,10,4068,4068,"Michael Bolton's Big, Sexy Valentine's Day Special",United States,Welocalize,uz,Uzbek
133,10,5077,5077,Raising Victor Vargas,"France, United States",Welocalize,uz,Uzbek
133,10,5762,5762,Spiritual House,,Welocalize,uz,Uzbek
133,10,7150,7150,Too Young the Hero,United States,Welocalize,uz,Uzbek
133,17,1253,1253,Celebrity Marriage,,Pactera,uz,Uzbek
133,17,3449,3449,Krish Trish and Baltiboy: Face Your Fears,India,Pactera,uz,Uzbek
133,17,4069,4069,Michael Che Matters,United States,Pactera,uz,Uzbek
133,17,4395,4395,Naledi: A Baby Elephant's Tale,"United States, Botswana",Pactera,uz,Uzbek
133,17,6401,6401,The Good Bandit,Colombia,Pactera,uz,Uzbek
133,17,7201,7201,Travelers,"Canada, United States",Pactera,uz,Uzbek
133,14,1143,1143,Burlesque: Heart of the Glitter Tribe,United States,CyraCom,uz,Uzbek
133,19,6759,6759,The Pirate Fairy,United States,Honyaku Center,uz,Uzbek
133,19,6844,6844,The Russian Revolution,United Kingdom,Honyaku Center,uz,Uzbek
133,9,1772,1772,Dinotrux Supercharged,,Hogarth Worldwide,uz,Uzbek
133,9,2560,2560,Guru Aur Bhole,,Hogarth Worldwide,uz,Uzbek
133,9,2564,2564,H,France,Hogarth Worldwide,uz,Uzbek
133,9,6598,6598,The Lighthouse of the Orcas,"Spain, Argentina",Hogarth Worldwide,uz,Uzbek
133,9,7615,7615,Why Knot,"Canada, India, Thailand, United States, United Arab Emirates",Hogarth Worldwide,uz,Uzbek
133,8,228,228,A Shaun the Sheep Movie: Farmageddon,"United Kingdom, France, Belgium, United States, China",Appen,uz,Uzbek
133,8,1326,1326,Chicken Little,United States,Appen,uz,Uzbek
133,8,1976,1976,Elf Pets: Santa’s Reindeer Rescue,United States,Appen,uz,Uzbek
133,8,7638,7638,Winter Sun,Turkey,Appen,uz,Uzbek
133,16,6397,6397,The Girl with the Dragon Tattoo,"United States, Sweden, Norway",Semantix,uz,Uzbek
133,13,2418,2418,Ginger & Rosa,"United Kingdom, Denmark, Canada, Croatia",Translation Bureau,uz,Uzbek
133,13,2816,2816,Hostages,,Translation Bureau,uz,Uzbek
133,13,4007,4007,Mean Dreams,Canada,Translation Bureau,uz,Uzbek
133,13,5747,5747,Spectros,Brazil,Translation Bureau,uz,Uzbek
133,13,7748,7748,اشتباك,"Egypt, France",Translation Bureau,uz,Uzbek
133,7,903,903,"Big Dreams, Small Spaces",United Kingdom,Keywords Studios,uz,Uzbek
133,7,2545,2545,Growing Up Coy,United States,Keywords Studios,uz,Uzbek
133,7,5576,5576,Shopkins: Chef Club,United States,Keywords Studios,uz,Uzbek
133,7,7421,7421,Villain,United Kingdom,Keywords Studios,uz,Uzbek
133,3,1299,1299,Cheer,United States,LanguageLine Solutions,uz,Uzbek
133,3,2325,2325,G.O.R.A,Turkey,LanguageLine Solutions,uz,Uzbek
133,3,5700,5700,Solo: A Star Wars Story (Spanish Version),United States,LanguageLine Solutions,uz,Uzbek
133,2,535,535,Anjaan: Special Crimes Unit,India,Lionbridge,uz,Uzbek
133,2,753,753,Barely Lethal,United States,Lionbridge,uz,Uzbek
133,2,3103,3103,Jack Whitehall: Travels with My Father,United Kingdom,Lionbridge,uz,Uzbek
133,2,3739,3739,Louis C.K.: Live at the Comedy Store,United States,Lionbridge,uz,Uzbek
76,15,150,150,A Beautiful Life,"China, Hong Kong",Acolad,mk,Macedonian
76,15,1701,1701,Demonic,United States,Acolad,mk,Macedonian
76,15,4371,4371,Mystery Science Theater 3000,United States,Acolad,mk,Macedonian
76,15,4929,4929,Power Rangers Dino Charge,United States,Acolad,mk,Macedonian
76,15,5048,5048,Raajneeti,India,Acolad,mk,Macedonian
76,15,5433,5433,School Daze,United States,Acolad,mk,Macedonian
76,15,5509,5509,SETHUM AAYIRAM PON,India,Acolad,mk,Macedonian
76,4,6892,6892,The Speed Cubers,United States,SDL,mk,Macedonian
76,18,286,286,Abominable Christmas,United States,thebigword,mk,Macedonian
76,18,6165,6165,The Boy,"United States, Canada, China",thebigword,mk,Macedonian
76,18,6680,6680,The Mistress,Philippines,thebigword,mk,Macedonian
76,12,1088,1088,Break Up 100,Hong Kong,STAR Group,mk,Macedonian
76,12,2611,2611,Happy Go Lucky,India,STAR Group,mk,Macedonian
76,12,6515,6515,The Jack King Affair,France,STAR Group,mk,Macedonian
76,11,749,749,Barbra: The Music ... The Mem'ries ... The Magic!,United States,Amplexor,mk,Macedonian
76,11,6427,6427,The Green Inferno,"United States, Spain",Amplexor,mk,Macedonian
76,11,6512,6512,The Island,Nigeria,Amplexor,mk,Macedonian
76,1,606,606,Asura Guru,India,TransPerfect,mk,Macedonian
76,1,3604,3604,Les Misérables,"United Kingdom, United States",TransPerfect,mk,Macedonian
76,5,643,643,Awe,India,RWS Holdings,mk,Macedonian
76,5,2894,2894,I Am Maris,United States,RWS Holdings,mk,Macedonian
76,5,4381,4381,Naam Shabana,India,RWS Holdings,mk,Macedonian
